,place_full_name,place_name,Tweet_string,created_at_date,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
138,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-06,0,0,0,0,0,0,1,0,0,0
139,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-06,0,0,0,0,0,0,1,0,0,0
140,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-06,0,0,0,0,0,0,1,0,0,0
141,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-06,0,0,0,0,0,0,1,0,0,0
142,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-06,0,0,0,0,0,0,1,0,0,0
143,,,sometim good take quiet moment ask peopl care ruok answer maxexxa,2019-09-06,0,1,0,0,1,0,2,1,1,1
144,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-06,0,0,0,0,0,0,1,0,0,0
145,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont want txexxa,2019-09-06,0,0,1,0,0,0,1,0,0,2
146,,,sometim good take quiet moment ask peopl care ruok answer maxexxa,2019-09-05,0,1,0,0,1,0,2,1,1,1
147,,,itxexx mental tough week ruokday fall birthday therexexx anyth ixexxd ask birthday would ask around okay theyxexxr find way ,2019-09-05,0,2,0,0,2,2,2,2,2,0
148,,,ruokday thursday septemb retweet tweet remind day info ask ruok,2019-09-05,0,0,0,0,0,0,0,0,0,0
149,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont want waitxexxa,2019-09-05,0,0,1,0,0,0,1,0,0,2
150,,,ruok event ararat next thursday ruokday ,2019-09-05,0,0,0,0,0,0,0,0,0,0
151,,,sometim good take quiet moment ask peopl care ruok answer maxexxa,2019-09-05,0,1,0,0,1,0,2,1,1,1
152,,,sometim good take quiet moment ask peopl care ruok answer maxexxa,2019-09-05,0,1,0,0,1,0,2,1,1,1
153,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
154,,,sometim good take quiet moment ask peopl care ruok answer maxexxa,2019-09-05,0,1,0,0,1,0,2,1,1,1
155,,,sometim good take quiet moment ask peopl care ruok answer mayb help find australian resourc reach xfxfxaxxexdxxfxfxxcxexdxaxefxbxf ruokday ruokday ,2019-09-05,0,1,0,0,1,0,2,1,1,1
156,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
157,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
158,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont want toxexxa,2019-09-05,0,0,1,0,0,0,1,0,0,2
159,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
160,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
161,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
162,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
163,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
164,,,ruokday septemb retweet remind day info help learn sign ask ruok,2019-09-05,0,0,0,0,0,0,1,0,0,0
165,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
166,,,xexxaa xexxa ruokday approach resourc tip xexxaxexxa xexxaxexxa mentalhealth ,2019-09-05,0,0,0,0,0,0,0,0,0,0
167,,,ruokday septemb retweet remind day info help learn sign ask ruok,2019-09-05,0,0,0,0,0,0,1,0,0,0
168,,,ruokday septemb retweet remind day info help learn sign ask ruok,2019-09-05,0,0,0,0,0,0,1,0,0,0
169,,,ruok ruokday ruokdaynnth septemb nnso notic chang matter small nnfollow easi stepsn trust signsn trust gutn ask r u oknnso pleas check make sure ask r u okxfxfxx ,2019-09-05,0,1,0,1,0,2,0,1,0,2
170,,,ruokday septemb retweet remind day info help learn sign ask ruok,2019-09-05,0,0,0,0,0,0,1,0,0,0
171,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
172,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
173,,,ruokday thursday septemb retweet tweet remind day info ask ruok,2019-09-05,0,0,0,0,0,0,0,0,0,0
174,,,ruokday thursday septemb retweet tweet remind day info ask ruok,2019-09-05,0,0,0,0,0,0,0,0,0,0
175,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
176,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
177,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
178,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
179,,,ruokday septemb retweet remind day info help learn sign ask ruok,2019-09-05,0,0,0,0,0,0,1,0,0,0
180,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
181,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
182,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
183,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
184,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
185,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
186,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
187,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
188,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
189,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
190,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
191,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
192,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
193,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont wantxexxa,2019-09-05,0,0,1,0,0,0,1,0,0,2
194,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
195,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
196,,,commun develop one best job socialwork may bias sit floor talkin mentaxexxa,2019-09-05,1,1,0,0,0,1,2,0,0,0
197,"Brisbane, Queensland",Brisbane,commun develop one best job socialwork may bias sit floor talkin mental health wellb high schooler earli ruokday ,2019-09-05,1,1,0,0,0,1,2,0,0,0
198,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
199,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
200,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
201,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
202,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
203,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
204,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont wantxexxa,2019-09-05,0,0,1,0,0,0,1,0,0,2
205,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
206,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
207,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
208,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
209,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
210,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
211,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
212,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
213,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
214,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
215,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
216,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
217,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
218,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont want toxexxa,2019-09-05,0,0,1,0,0,0,1,0,0,2
219,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
220,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
221,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
222,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
223,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
224,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
225,,,xexdxaxefxbxfthat want learn trust sign trust gut ask ruok septemb dont want wxexxa,2019-09-05,0,0,1,0,0,0,1,0,0,2
226,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
227,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
228,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
229,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
230,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
231,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
232,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
233,,,ruokday septemb retweet remind day info help learn sign ask ruok,2019-09-05,0,0,0,0,0,0,1,0,0,0
234,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
235,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
236,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
237,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
238,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
239,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
240,,,ruokday septemb tweet remind day info help learn sign ask,2019-09-05,0,0,0,0,0,0,1,0,0,0
